0.000000,0.310543,0.312067,0.299651,0.294780,0.319897,0.540000
1.000000,0.314109,0.313514,0.301357,0.296469,0.322997,0.185000
2.000000,0.315866,0.313928,0.303140,0.297916,0.320413,0.180000
3.000000,0.318346,0.313101,0.304819,0.299104,0.313178,0.190000
4.000000,0.319587,0.314238,0.306602,0.300586,0.321447,0.210000
5.000000,0.319587,0.315065,0.308566,0.301990,0.319897,0.390000
6.000000,0.313385,0.313747,0.309109,0.302145,0.291990,0.680000
7.000000,0.311111,0.313488,0.310271,0.302834,0.309044,0.390000
8.000000,0.306357,0.312351,0.310065,0.302351,0.289406,0.430000
9.000000,0.297261,0.308424,0.309134,0.301593,0.275969,0.300000
10.000000,0.287959,0.303773,0.307920,0.301025,0.273385,0.180000
11.000000,0.284238,0.298811,0.306163,0.300508,0.273385,0.140000
12.000000,0.277726,0.294419,0.304173,0.300233,0.276486,0.160000
13.000000,0.274522,0.290439,0.301770,0.300026,0.273385,0.130000
14.000000,0.273385,0.285323,0.299780,0.299509,0.270284,0.090000
15.000000,0.272455,0.280207,0.297636,0.299113,0.268734,0.050000
16.000000,0.272041,0.278140,0.295943,0.298786,0.271318,0.070000
17.000000,0.274005,0.275866,0.294677,0.298803,0.286305,0.310000
18.000000,0.278140,0.276331,0.294341,0.298820,0.294057,0.270000
19.000000,0.281137,0.277261,0.292842,0.298510,0.285271,0.220000
20.000000,0.285891,0.279173,0.291473,0.298338,0.292506,0.360000
21.000000,0.289199,0.280620,0.289716,0.297649,0.287855,0.220000
22.000000,0.287339,0.280672,0.287545,0.296339,0.277003,0.250000
23.000000,0.285995,0.282067,0.286253,0.295202,0.287339,0.255000
24.000000,0.285995,0.283566,0.284444,0.294376,0.285271,0.130000
25.000000,0.282067,0.283979,0.282093,0.293084,0.272868,0.270000
26.000000,0.279070,0.284134,0.281137,0.292007,0.272868,0.110000
27.000000,0.279276,0.283307,0.279587,0.290887,0.278036,0.400000
28.000000,0.277313,0.281654,0.278992,0.290112,0.277519,0.170000
29.000000,0.274935,0.280465,0.278863,0.288717,0.273385,0.180000
30.000000,0.275659,0.278863,0.279018,0.287270,0.276486,0.219900
31.000000,0.275866,0.277468,0.279044,0.285633,0.273902,0.150000
32.000000,0.280310,0.279793,0.280233,0.284961,0.300258,0.700000
33.000000,0.284755,0.281034,0.281550,0.284513,0.299742,0.360000
34.000000,0.287959,0.281447,0.282506,0.283445,0.289406,0.390000
35.000000,0.291059,0.283359,0.283669,0.282515,0.291990,0.220000
36.000000,0.293540,0.284703,0.284419,0.282326,0.286305,0.200000
37.000000,0.292506,0.286408,0.284858,0.281860,0.295090,0.180000
38.000000,0.292506,0.288630,0.285142,0.282205,0.299742,0.198800
39.000000,0.290336,0.289147,0.284806,0.282291,0.278553,0.730000
40.000000,0.287235,0.289147,0.284005,0.282394,0.276486,0.165000
41.000000,0.285168,0.289354,0.283411,0.282481,0.275969,0.109900
